quadweek,year_week,basket,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
17,2026-17,1145,15,15,338.64,1535.266667,,,91.82133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,-0.622125933,11.49133333,2115.533333,100.00%
17,2026-17,1152,2,131.286,3255.144,148.6150262,,,100.3615529,2,,,2,,,1.52%,,,0.015233917,,,400.5,,,400.5,,,183.4,,,183.4,,,91.7,,,91.7,,,128.38,,,128.38,,,0.977865119,,,0.977865119,,,0.039,,,0.039439115,,,83.56,,,83.56,,,41.78,,,41.78,,,64.19,,,64.19,,,1,1,5,-0.672624671,38.4043275,2012.338625,100.00%
17,2026-17,1153,13,213.999,5914.31,410.5481986,3,74.12,114.473391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,-0.627292878,42.67124005,2086.724599,96.75%
17,2026-17,1154,66,293.858,7203.589,397.4068194,4,105.08,109.221262,2,,,2,,,0.68%,,,0.006806008,,,21,,,21,,,201.5,,,201.5,,,100.75,,,100.75,,,148.42,,,148.42,,,0.505073879,,,0.505073879,,,0.021,,,0.020603619,,,73.1,,,73.1,,,36.55,,,36.55,,,74.21,,,74.21,,,1,1,5,-0.597777633,33.46770202,2013.107559,99.40%
17,2026-17,1211,2,337.143,8194.817,119.3497957,16,405.4,45.12604245,5,5,,,,,1.48%,1.48%,,,,,75.60002,75.60002,,,,,223.19,223.19,,,,,44.638,44.638,,,,,120.76,120.76,,,,,0.358186289,0.358186289,,,,,0.015,0.014736144,,,,,-4.69,-4.69,,,,,-0.938,-0.938,,,,,24.152,24.152,,,,,1,2,1,-0.660507201,-11.68154792,185.9226595,37.66%
17,2026-17,1212,5,330.571,8130.334,97.01135564,21,524.05,39.79522659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,-0.64251628,-11.53013761,152.7112689,38.85%
17,2026-17,1213,68,1337.857,32582.646,83.01755422,94,2389.63,43.42702067,70,48,4,,18,,5.23%,3.59%,0.002989856,,0.013454353,,69.57142571,67.25,93.75,,70.38887778,,3056.42,2144.98,146,,765.44,,43.66314286,44.68708333,36.5,,42.52444444,,1610.41,1145.45,82.64,,382.32,,1.203723567,0.856182686,0.061770428,,0.285770452,,0.049,0.035155217,0.002536319,,0.011733854,,-146.38,-58.84,-14.91,,-72.63,,-2.091142857,-1.225833333,-3.7275,,-4.035,,23.00585714,23.86354167,20.66,,21.24,,1,2,1,-0.627153359,-10.74768543,146.3176012,33.36%
17,2026-17,1214,604,2048.291,49875.073,69.72844019,157,3917.16,44.00363001,131,83,3,11,34,,6.40%,4.05%,0.001464636,0.005370331,0.016599204,,58.56488473,57.14457711,19.33333333,64.36363636,63.61764706,,5919.86,3843.74,116.02,476.58,1483.52,,45.18977099,46.31012048,38.67333333,43.32545455,43.63294118,,2887.79,1878.06,61.66,244.93,703.14,,1.409853385,0.916891203,0.030103145,0.119577736,0.343281301,,0.058,0.037655283,0.001236289,0.00491087,0.014098024,,-344.72,-160.1,-6.45,-30.99,-147.18,,-2.631450382,-1.928915663,-2.15,-2.817272727,-4.328823529,,22.04419847,22.62722892,20.55333333,22.26636364,20.68058824,,1,2,1,-0.635879681,-9.649263132,141.5542041,36.38%
17,2026-17,1215,1395,1539.971,37428.084,67.56304122,232,5877.7,41.43414923,146,85,25,6,25,5,9.48%,5.52%,0.016234072,0.003896177,0.016234072,0.003246814,38.60958904,32.52941176,42.32,91,43.48,36.2,6258.69,3731.87,1055.47,255.51,1041.76,174.08,42.86773973,43.90435294,42.2188,42.585,41.6704,34.816,2754.26,1623.7,466.08,98.54,495.84,70.1,1.788514199,1.054370504,0.30265505,0.063988218,0.321980089,0.045520338,0.074,0.043381863,0.012452681,0.002632782,0.013247806,0.001872925,-875.92,-455.16,-165.82,-56.65,-140.14,-58.15,-5.999452055,-5.354823529,-6.6328,-9.441666667,-5.6056,-11.63,18.86479452,19.10235294,18.6432,16.42333333,19.8336,14.02,1,2,1,-0.651201297,-7.020117944,137.9044361,47.44%
17,2026-17,1224,6,11.571,229.237,52.14472846,2,49.11,43.73526921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,-0.52802893,-2.467415089,157.7241379,94.30%
17,2026-17,1225,174,178.571,3784.097,63.40057033,10,240.16,42.56799447,14,7,2,1,2,2,7.84%,3.92%,0.011200027,0.005600013,0.011200027,0.011200027,50.5,59.71428571,77,10,57.5,5,609.34,314.68,89.75,43.42,75.77,85.72,43.52428571,44.95428571,44.875,43.42,37.885,42.86,234.44,124.8,26.91,19.45,26.85,36.43,1.312867151,0.698881677,0.150696362,0.108920261,0.150360361,0.20400849,0.062,0.032980127,0.00711134,0.005139932,0.007095484,0.009627132,-75.05,-32.38,-12.35,-4.47,-15.5,-10.35,-5.360714286,-4.625714286,-6.175,-4.47,-7.75,-5.175,16.74571429,17.82857143,13.455,19.45,13.425,18.215,1,2,2,-0.553962887,-1.965657526,145.5724502,95.35%
17,2026-17,1312,2,119.572,2924.856,75.37259594,5,136.07,42.34962056,6,6,,,,,5.02%,5.02%,,,,,120.3333,120.3333,,,,,245.72,245.72,,,,,40.95333333,40.95333333,,,,,136.92,136.92,,,,,1.145084133,1.145084133,,,,,0.047,0.046812561,,,,,-12.55,-12.55,,,,,-2.091666667,-2.091666667,,,,,22.82,22.82,,,,,1,3,1,-0.516686663,-8.715255411,75.68763866,33.18%
17,2026-17,1313,22,432.142,10649.233,55.92186441,51,1306.88,44.90798282,45,45,,,,,10.41%,10.41%,,,,,53.22222,53.22222,,,,,2049.36,2049.36,,,,,45.54133333,45.54133333,,,,,1074.47,1074.47,,,,,2.486381791,2.486381791,,,,,0.101,0.100896468,,,,,-62.4,-62.4,,,,,-1.386666667,-1.386666667,,,,,23.87711111,23.87711111,,,,,1,3,1,-0.594902213,-11.05713694,78.01996184,25.74%
17,2026-17,1314,273,912.659,21942.11,36.17119993,146,3834.49,43.78021459,104,61,10,3,29,1,11.40%,6.68%,0.010956995,0.003287098,0.031775285,0.001095699,24.44231058,21.0983623,58.6,13,21.4138,9,4640.6,2787.88,448.95,153.93,1208.51,41.33,44.62115385,45.70295082,44.895,51.31,41.67275862,41.33,2351.31,1427.26,154.62,83.75,679.68,6,2.576329166,1.563848053,0.169417055,0.091764832,0.744725029,0.006574197,0.107,0.065046616,0.007046724,0.003816862,0.030976055,0.000273447,-386.53,-166.67,-92.86,11.72,-110.7,-28.02,-3.716634615,-2.732295082,-9.286,3.906666667,-3.817241379,-28.02,22.60875,23.39770492,15.462,27.91666667,23.43724138,6,1,3,1,-0.590359825,-9.625144539,75.79720473,27.39%
17,2026-17,1315,826,945.509,22344.397,33.6907187,234,5937.43,40.57007306,109,37,29,2,33,8,11.53%,3.91%,0.03067131,0.002115263,0.034901836,0.008461051,18.08256881,22,12.17241379,29,20.93939394,6.875,4546.06,1679.52,1161.55,90.19,1290.68,324.12,41.70697248,45.39243243,40.05344828,45.095,39.11151515,40.515,2026.04,840.84,459.49,42.16,534.89,148.66,2.142803506,0.88929878,0.485971048,0.044589739,0.565716455,0.157227483,0.091,0.03763091,0.020563992,0.001886826,0.02393844,0.006653122,-806.58,-128.03,-305.44,-12.96,-308.48,-51.67,-7.399816514,-3.46027027,-10.53241379,-6.48,-9.347878788,-6.45875,18.58752294,22.72540541,15.84448276,21.08,16.20878788,18.5825,1,3,1,-0.628485328,-7.308975525,73.49365807,45.05%
17,2026-17,1325,119,123.714,2890.802,22.18336565,17,425.09,41.92161647,5,1,1,2,,1,4.04%,0.81%,0.00808316,0.016166319,,0.00808316,23.2,32,22,27,,8,212.83,42.08,44.15,83.85,,42.75,42.566,42.08,44.15,41.925,,42.75,88.14,20.96,23.3,30.22,,13.66,0.712449682,0.169423024,0.188337617,0.244273081,,0.110415959,0.030,0.007250583,0.008060047,0.010453846,,0.004725332,-36.77,-5.21,-0.56,-18.5,,-12.5,-7.354,-5.21,-0.56,-9.25,,-12.5,17.628,20.96,23.3,15.11,,13.66,1,3,2,-0.535059792,-2.329503532,71.59468613,98.38%
17,2026-17,1413,3,62.144,1536.617,28.94736953,10,266.65,40.92792482,6,,,,,6,9.65%,,,,,0.096549949,16.66666667,,,,,16.66666667,239.94,,,,,239.94,39.99,,,,,39.99,130.42,,,,,130.42,2.098674047,,,,,2.098674047,0.085,,,,,0.084874761,-33.2,,,,,-33.2,-5.533333333,,,,,-5.533333333,21.73666667,,,,,21.73666667,1,4,1,-0.573154319,-11.31055774,42.2990337,16.79%
17,2026-17,1414,42,94.623,2239.839,21.53875452,30,813.64,44.22222367,24,10,4,,9,1,25.36%,10.57%,0.04227302,,0.095114296,0.010568255,23.45833333,31.7,34.25,,11.44444444,6,919.49,425.76,109.69,,343.51,40.53,38.31208333,42.576,27.4225,,38.16777778,40.53,435.47,190.94,45.62,,178.72,20.19,4.602158038,2.017902624,0.482123797,,1.888758547,0.21337307,0.194,0.085247199,0.020367535,,0.079791449,0.009014041,-207.14,-46.31,-63.17,,-85.66,-12,-8.630833333,-4.631,-15.7925,,-9.517777778,-12,18.14458333,19.094,11.405,,19.85777778,20.19,1,4,1,-0.574015456,-9.520577555,40.78989442,24.82%
17,2026-17,1415,260,295.435,6785.2,20.63189776,88,2295.3,40.58184382,58,17,13,6,11,11,19.63%,5.75%,0.044002911,0.020309036,0.037233232,0.037233232,14.29310517,14.41176471,14.84615385,16.66666667,13.18182727,13.27272727,2608.24,790.78,630.53,294.21,458.77,433.95,44.96965517,46.51647059,48.50230769,49.035,41.70636364,39.45,1238.61,445.09,273.48,165.67,182.26,172.11,4.192495811,1.506558126,0.925685853,0.560766328,0.616920812,0.582564693,0.183,0.065597182,0.040305371,0.024416377,0.026861404,0.025365501,-329.99,-25.4,-61.89,-15.19,-104.3,-123.21,-5.689482759,-1.494117647,-4.760769231,-2.531666667,-9.481818182,-11.20090909,21.35534483,26.18176471,21.03692308,27.61166667,16.56909091,15.64636364,1,4,1,-0.612908533,-7.474063127,36.26636231,33.27%
17,2026-17,1425,15,16.571,353.587,91.03785565,5,112.61,41.58481323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,-0.519501463,-2.266034639,43.870557,93.97%
17,2026-17,1514,2,5.107,111.574,7.251250441,3,76.83,53.29384179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,-0.668161941,-9.313448208,10.19714314,41.32%
17,2026-17,1515,101,110.792,2420.986,141.1939621,58,1485.92,37.71445177,26,8,4,,,14,23.47%,7.22%,0.03610369,,,0.126362914,4.307692308,6.25,6,,,2.714285714,1104.39,411.73,171.78,,,520.88,42.47653846,51.46625,42.945,,,37.20571429,468.61,223.46,79.87,,,165.28,4.229637519,2.016932631,0.720900426,,,1.491804462,0.194,0.092301236,0.032990691,,,0.068269705,-153.5,40.72,-20.26,,,-173.96,-5.903846154,5.09,-5.065,,,-12.42571429,18.02346154,27.9325,19.9675,,,11.80571429,1,5,1,-0.630004465,-7.041548578,7.969029533,2.64%
17,2026-17,1525,4,4,86.36,3.875,2,55.93,40.315,2,,,,,2,50.00%,,,,,0.5,3,,,,,3,76.55,,,,,76.55,38.275,,,,,38.275,43,,,,,43,10.75,,,,,10.75,0.498,,,,,0.497915702,-6.9,,,,,-6.9,-3.45,,,,,-3.45,21.5,,,,,21.5,1,5,2,-0.51104775,-2.34,4.5,0.00%
17,2026-17,2113,2,23.857,590.779,106.8479262,1,32.03,50.41370122,12,1,,,11,,50.30%,4.19%,,,0.461080605,,76.75,265,,,59.63636364,,488.62,46.88,,,441.74,,40.71833333,46.88,,,40.15818182,,254.9,13.78,,,241.12,,10.68449512,0.577608249,,,10.10688687,,0.431,0.023325135,,,0.408139084,,-69.68,-4.96,,,-64.72,,-5.806666667,-4.96,,,-5.883636364,,21.24166667,13.78,,,21.92,,2,1,1,-0.468568099,-3.680959048,211.6798998,51.40%
17,2026-17,2114,18,49.428,1311.325,130.5731771,,,53.2622639,4,1,,1,2,,8.09%,2.02%,,0.020231448,0.040462896,,119.5,35,,78,182.5,,238.75,55.04,,103.73,79.98,,59.6875,55.04,,103.73,39.99,,93.58,18.51,,53.89,21.18,,1.893258882,0.374484098,,1.09027272,0.428502064,,0.071,0.014115494,,0.041095838,0.016151602,,-13.19,-7.47,,25.59,-31.31,,-3.2975,-7.47,,25.59,-15.655,,23.395,18.51,,53.89,10.59,,2,1,1,-0.457474319,-3.707638585,211.4420842,56.19%
17,2026-17,2115,19,19.571,724.137,200.2762605,2,55.5,68.78605028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-0.451339049,-3.762926779,279.5943197,46.53%
17,2026-17,2122,1,60.143,1519.397,169.051,3,83.48,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,-0.456901,-2.05,249.17,55.00%
17,2026-17,2123,18,283.999,7171.288,120.3595938,8,199.46,56.08498509,10,5,1,,4,,3.52%,1.76%,0.003521139,,0.014084557,,167.2,272.6,153,,39,,472.57,260.21,52.4,,159.96,,47.257,52.042,52.4,,39.99,,266.38,152.1,26.44,,87.84,,0.937961049,0.535565266,0.093098919,,0.309296864,,0.037,0.021209579,0.003686925,,0.012248846,,32.67,35.7,2.34,,-5.37,,3.267,7.14,2.34,,-1.3425,,26.638,30.42,26.44,,21.96,,2,1,2,-0.39977532,-0.024072866,247.519173,61.22%
17,2026-17,2124,238,672.071,17099.463,139.6570711,14,394.22,56.41282269,33,17,6,10,,,4.91%,2.53%,0.008927628,0.01487938,,,144.8181818,150.2352941,169.3333333,120.9,,,1913.05,968.53,340.43,604.09,,,57.97121212,56.97235294,56.73833333,60.409,,,1028.96,550.47,154.26,324.23,,,1.531028716,0.819065248,0.229529321,0.482434148,,,0.060,0.032192239,0.009021336,0.018961414,,,113.82,129.91,3.95,-20.04,,,3.449090909,7.641764706,0.658333333,-2.004,,,31.18060606,32.38058824,25.71,32.423,,,2,1,2,-0.401741617,0.073906462,267.355291,69.78%
17,2026-17,2125,972,994.748,25396.48,187.7738323,45,1166.01,57.50119401,48,22,16,7,1,2,4.83%,2.21%,0.016084476,0.007036958,0.00100528,0.002010559,132.8333333,141.5454545,132,115.8571429,132,103.5,2605.35,1160.05,943.16,361.2,38.39,102.55,54.278125,52.72954545,58.9475,51.6,38.39,51.275,1301.99,560.94,464.72,204.18,17.79,54.36,1.308864155,0.563901611,0.467173596,0.205258015,0.017883926,0.054647006,0.051,0.022087313,0.018298599,0.008039697,0.000700491,0.002140454,104.52,14.75,69.07,17.19,-5.4,8.91,2.1775,0.670454545,4.316875,2.455714286,-5.4,4.455,27.12479167,25.49727273,29.045,29.16857143,17.79,27.18,2,1,2,-0.378735316,0.56285984,291.4174203,86.44%
17,2026-17,2132,1,65.571,1530.437,143.196,1,21.59,60.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-0.184028,9.05,265.99,71.00%
17,2026-17,2133,20,389.571,9654.722,131.3415314,14,372.39,65.04622551,36,2,34,,,,9.24%,0.51%,0.08727549,,,,98.5556,35,102.2941647,,,,1454.64,108.74,1345.9,,,,40.40666667,54.37,39.58529412,,,,790.73,72.06,718.67,,,,2.029745541,0.184972701,1.84477284,,,,0.082,0.007463705,0.074437151,,,,-148.53,12.68,-161.21,,,,-4.125833333,6.34,-4.741470588,,,,21.96472222,36.03,21.13735294,,,,2,1,3,-0.348308317,4.749269915,347.970891,56.97%
17,2026-17,2134,317,895.282,22347.27,150.8944893,19,527.36,66.4458201,33,21,,10,,2,3.69%,2.35%,,0.011169665,,0.002233933,147.9090909,149.8095238,,140.3,,166,2220.84,1447.99,,617.85,,155,67.29818182,68.95190476,,61.785,,77.5,1347.67,909.48,,342.13,,96.06,1.50530224,1.01585869,,0.382147748,,0.107295802,0.060,0.040697589,,0.0153097,,0.004298512,467.8,355.76,,77.44,,34.6,14.17575758,16.94095238,,7.744,,17.3,40.83848485,43.30857143,,34.213,,48.03,2,1,3,-0.259653161,5.738274108,336.1579797,78.68%
17,2026-17,2135,1199,1211.429,30123.067,317.3067807,28,707.07,72.499035,23,13,5,3,,2,1.90%,1.07%,0.004127357,0.002476414,,0.001650943,280.3913043,319.2307692,207.8,298,,183,1600.31,894.13,341.58,214.67,,149.93,69.57869565,68.77923077,68.316,71.55666667,,74.965,882.96,501.87,157.64,129.43,,94.02,0.728858233,0.414279335,0.130127312,0.106840764,,0.077610822,0.029,0.016660654,0.005233199,0.004296707,,0.003121196,309.26,202.37,31.13,35.33,,40.43,13.44608696,15.56692308,6.226,11.77666667,,20.215,38.38956522,38.60538462,31.528,43.14333333,,47.01,2,1,3,-0.260694228,5.284151585,522.5142893,92.38%
17,2026-17,2143,14,277.999,6918.744,177.3669702,8,218.26,78.4683942,9,5,4,,,,3.24%,1.80%,0.014388541,,,,199.5555556,243,145.25,,,,551.45,321.09,230.36,,,,61.27222222,64.218,57.59,,,,349.04,203.4,145.64,,,,1.255544085,0.731657308,0.523886777,,,,0.050,0.029398399,0.021050063,,,,126.67,95.69,30.98,,,,14.07444444,19.138,7.745,,,,38.78222222,40.68,36.41,,,,2,1,4,-0.295881021,14.5645321,584.9729651,66.41%
17,2026-17,2144,162,478.786,12510.077,233.816824,8,228.18,86.89107641,13,3,4,6,,,2.72%,0.63%,0.008354463,0.012531695,,,210.5384615,127,250.5,225.6666667,,,1031.94,226.76,391.06,414.12,,,79.38,75.58666667,97.765,69.02,,,603.87,126.25,269.54,208.08,,,1.261252418,0.263687744,0.5629655,0.434599174,,,0.048,0.010091864,0.021545831,0.016632991,,,257.93,64.59,132.64,60.7,,,19.84076923,21.53,33.16,10.11666667,,,46.45153846,42.08333333,67.385,34.68,,,2,1,4,-0.270224907,15.30760402,761.1666692,88.78%
17,2026-17,2145,341,342.857,8834.288,495.7711762,7,173.73,103.6591414,3,,3,,,,0.88%,,0.008750004,,,,354,,354,,,,306.18,,306.18,,,,102.06,,102.06,,,,167.2,,167.2,,,,0.48766687,,0.48766687,,,,0.019,,0.018926256,,,,89.13,,89.13,,,,29.71,,29.71,,,,55.73333333,,55.73333333,,,,2,1,4,-0.241900327,13.78389868,1044.224056,97.61%
17,2026-17,2151,1,144,4680,91,,,195.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,-0.230268,111.2,1838.15,100.00%
17,2026-17,2152,3,181.571,4340.062,207.2289799,1,32.19,128.8767767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,-0.348013946,56.19830243,1446.900673,91.08%
17,2026-17,2153,13,254.428,8368.893,264.281468,6,154.08,120.785711,1,,,1,,,0.39%,,,0.003930385,,,524,,,524,,,103.4,,,103.4,,,103.4,,,103.4,,,70.01,,,70.01,,,0.275166255,,,0.275166255,,,0.008,,,0.008365503,,,49.4,,,49.4,,,49.4,,,49.4,,,70.01,,,70.01,,,2,1,5,-0.269125677,42.33661126,1173.177182,91.44%
17,2026-17,2154,224,657.5,17415.92,345.4300166,4,105.76,141.6779562,17,4,4,8,,1,2.59%,0.61%,0.00608365,0.0121673,,0.001520913,279.5294118,132.5,222.5,398.125,,147,2713.51,403.2,639.94,1524.42,,145.95,159.6182353,100.8,159.985,190.5525,,145.95,1928.35,223.84,443.72,1158.37,,102.42,2.932851711,0.340441065,0.674859316,1.761779468,,0.155771863,0.111,0.012852608,0.025477839,0.066512134,,0.005880826,1420.85,112.32,348.58,888.74,,71.21,83.57941176,28.08,87.145,111.0925,,71.21,113.4323529,55.96,110.93,144.79625,,102.42,2,1,5,-0.302631993,44.68762876,1625.455111,98.50%
17,2026-17,2155,10,10,273.41,1100.5,,,154.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,-0.18313,27.795,1732.6,100.00%
17,2026-17,2213,25,483.429,11750.91,88.54914106,24,613.37,50.28317482,28,24,,,4,,5.79%,4.96%,,,0.008274224,,100.6785714,98.58333333,,,113.25,,1282.93,1122.97,,,159.96,,45.81892857,46.79041667,,,39.99,,618.71,566.99,,,51.72,,1.279836336,1.172850615,,,0.106985721,,0.053,0.048250731,,,0.004401361,,-50.18,-8.44,,,-41.74,,-1.792142857,-0.351666667,,,-10.435,,22.09678571,23.62458333,,,12.93,,2,2,1,-0.435350848,-4.530320999,124.887642,34.95%
17,2026-17,2214,253,893.353,22283.488,80.04080443,48,1275.6,50.56619355,73,67,6,,,,8.17%,7.50%,0.00671627,,,,71.08219315,71.65671791,64.66666667,,,,3638.9,3227.74,411.16,,,,49.84794521,48.17522388,68.52666667,,,,1930.72,1666.3,264.42,,,,2.161206153,1.865220131,0.295986021,,,,0.087,0.074777342,0.011866185,,,,144.31,41.15,103.16,,,,1.976849315,0.614179104,17.19333333,,,,26.44821918,24.87014925,44.07,,,,2,2,1,-0.439945064,-4.283672289,128.0129496,37.70%
17,2026-17,2215,256,290.656,7352.755,95.28420595,41,1045.92,51.02537343,22,15,2,2,1,2,7.57%,5.16%,0.006880986,0.006880986,0.003440493,0.006880986,34.77272727,44.4,40.5,4.5,4,2.5,1299.4,878.87,115.99,152.64,40.79,111.11,59.06363636,58.59133333,57.995,76.32,40.79,55.555,691.42,492,64.39,79.02,16.17,39.84,2.378825828,1.692722669,0.221533359,0.271867775,0.055632776,0.13706925,0.094,0.066913694,0.008757262,0.010746992,0.002199176,0.005418377,77.01,78.07,4.55,22.14,-16.88,-10.87,3.500454545,5.204666667,2.275,11.07,-16.88,-5.435,31.42818182,32.8,32.195,39.51,16.17,19.92,2,2,1,-0.439155389,-3.975951709,125.1958293,24.86%
17,2026-17,2222,1,62.143,1426.254,90.124,2,50.34,59.01,1,,,,,1,1.61%,,,,,0.016091917,18,,,,,18,63.45,,,,,63.45,63.45,,,,,63.45,29.42,,,,,29.42,0.473424199,,,,,0.473424199,0.021,,,,,0.020627462,5.58,,,,,5.58,5.58,,,,,5.58,29.42,,,,,29.42,2,2,2,-0.389858,-2.36,136.63,22.00%
17,2026-17,2223,24,331.98,8437.894,82.36853407,13,334.9,55.92733234,47,24,23,,,,14.16%,7.23%,0.069281282,,,,89.80851064,91.16666667,88.39130435,,,,2131.24,1176.88,954.36,,,,45.34553191,49.03666667,41.49391304,,,,1071.39,594.39,477,,,,3.227272727,1.790439183,1.436833544,,,,0.127,0.070442933,0.056530694,,,,-111.29,-5.26,-106.03,,,,-2.36787234,-0.219166667,-4.61,,,,22.79553191,24.76625,20.73913043,,,,2,2,2,-0.320527443,-0.538227182,133.0759715,53.30%
17,2026-17,2224,442,1287.75,31858.277,81.89778149,51,1290.01,56.06930715,82,64,5,9,,4,6.37%,4.97%,0.003882741,0.006988934,,0.003106193,72.7195122,74.578125,54.2,69.44444444,,73.5,4475.06,3483.33,216.34,543.71,,231.68,54.57390244,54.42703125,43.268,60.41222222,,57.92,2368.34,1770.38,117.47,334.73,,145.76,1.839130266,1.374785479,0.091221122,0.259933993,,0.113189672,0.074,0.055570488,0.003687268,0.010506846,,0.004575263,337.9,201.06,-6.74,102.85,,40.73,4.120731707,3.1415625,-1.348,11.42777778,,10.1825,28.88219512,27.6621875,23.494,37.19222222,,36.44,2,2,2,-0.322814541,-0.325486927,133.9892359,56.78%
17,2026-17,2225,1644,1718.698,41765.749,81.28483754,161,4097.49,54.33034162,101,54,25,7,4,11,5.88%,3.14%,0.014545895,0.00407285,0.002327343,0.006400194,57.15841584,54.83333333,72.68,60.85714286,39.25,37.45454545,5551.21,3075.68,1359.04,399.58,132.42,584.49,54.96247525,56.95703704,54.3616,57.08285714,33.105,53.13545455,2659.03,1548.9,612.15,219.76,6.67,271.55,1.547118807,0.901205447,0.356170776,0.127864232,0.003880845,0.157997507,0.064,0.037085412,0.014656747,0.005261728,0.0001597,0.006501739,126.42,204.16,-17.57,27.86,-99.45,11.42,1.251683168,3.780740741,-0.7028,3.98,-24.8625,1.038181818,26.3270297,28.68333333,24.486,31.39428571,1.6675,24.68636364,2,2,2,-0.323940106,-0.125119247,134.434469,70.65%
17,2026-17,2233,7,105.428,2572.924,97.87414245,9,236.02,63.95891499,4,4,,,,,3.79%,3.79%,,,,,73.25,73.25,,,,,257.46,257.46,,,,,64.365,64.365,,,,,152.88,152.88,,,,,1.45008916,1.45008916,,,,,0.059,0.059418778,,,,,58.13,58.13,,,,,14.5325,14.5325,,,,,38.22,38.22,,,,,2,2,3,-0.176315656,4.777326137,138.0503423,43.71%
17,2026-17,2234,188,630.285,15426.843,90.18897733,22,596.91,64.79662543,38,36,2,,,,6.03%,5.71%,0.003173168,,,,95.71052632,97.77777778,58.5,,,,2454.22,2315.27,138.95,,,,64.58473684,64.31305556,69.475,,,,1398.18,1336.44,61.74,,,,2.218329803,2.120374116,0.097955687,,,,0.091,0.086630816,0.004002115,,,,470.48,452.87,17.61,,,,12.38105263,12.57972222,8.805,,,,36.79421053,37.12333333,30.87,,,,2,2,3,-0.172275814,3.965125856,136.1639721,54.82%
