quadweek,year_week,basket,product BS,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
17,2026-17,2333,BasketDiscountOutOfMarket,1,13.714,334.271,95.168,1,29.13,65.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,-0.112345,4.99,90.78,44.00%
17,2026-17,2334,BasketDiscountInMarket,88,270.143,6509.057,51.1409086,21,525.49,63.50969338,34,34,,,,,12.59%,12.59%,,,,,57.08823529,57.08823529,,,,,1832.45,1832.45,,,,,53.89558824,53.89558824,,,,,979.7,979.7,,,,,3.626597765,3.626597765,,,,,0.151,0.150513354,,,,,130.6,130.6,,,,,3.841176471,3.841176471,,,,,28.81470588,28.81470588,,,,,2,3,3,-0.137278565,3.293444472,72.81280766,40.76%
17,2026-17,2334,BasketDiscountOutOfMarket,31,109.284,2709.372,65.75068805,12,297.4,64.71965311,6,,6,,,,5.49%,,0.054902822,,,,67.83333333,,67.83333333,,,,359.34,,359.34,,,,59.89,,59.89,,,,205.06,,205.06,,,,1.876395447,,1.876395447,,,,0.076,,0.075685436,,,,55.51,,55.51,,,,9.251666667,,9.251666667,,,,34.17666667,,34.17666667,,,,2,3,3,-0.13043125,3.362613832,73.62548031,40.94%
17,2026-17,2334,BasketDiscountOutOfMarketByCondition,7,12,301.44,39.625,1,24.29,60.72416667,2,,,2,,,16.67%,,,0.166666667,,,28,,,28,,,107.86,,,107.86,,,53.93,,,53.93,,,72.52,,,72.52,,,6.043333333,,,6.043333333,,,0.241,,,0.240578556,,,18.65,,,18.65,,,9.325,,,9.325,,,36.26,,,36.26,,,2,3,3,-0.142218083,2.838333333,75.80666667,58.83%
17,2026-17,2334,none,4,7.833,167.822,36.87196974,4,111.46,56.8063807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,-0.131154788,3.189162518,70.91969871,78.30%
17,2026-17,2335,BasketDiscountInMarket,64,77.971,1729.892,40.5896864,16,380.78,61.031178,8,8,,,,,10.26%,10.26%,,,,,37.375,37.375,,,,,532.12,532.12,,,,,66.515,66.515,,,,,311.48,311.48,,,,,3.994818586,3.994818586,,,,,0.180,0.180057483,,,,,121.16,121.16,,,,,15.145,15.145,,,,,38.935,38.935,,,,,2,3,3,-0.1358433,3.013188878,70.75379359,17.16%
17,2026-17,2335,BasketDiscountOutOfMarket,5,5.571,121.351,99.23634787,1,26.29,59.8603967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,-0.127023382,3.189723568,79.35738647,19.72%
17,2026-17,2335,BasketDiscountOutOfMarketByCondition,11,12,275.75,41.58333333,1,29.13,69.5775,2,,,2,,,16.67%,,,0.166666667,,,6.5,,,6.5,,,99.15,,,99.15,,,49.575,,,49.575,,,39.07,,,39.07,,,3.255833333,,,3.255833333,,,0.142,,,0.14168631,,,-18.18,,,-18.18,,,-9.09,,,-9.09,,,19.535,,,19.535,,,2,3,3,-0.119568167,2.769166667,74.10083333,32.42%
17,2026-17,2335,none,7,7,150.93,68,,,70.84428571,1,,,,,1,14.29%,,,,,0.142857143,8,,,,,8,72.73,,,,,72.73,72.73,,,,,72.73,43.93,,,,,43.93,6.275714286,,,,,6.275714286,0.291,,,,,0.291062082,30.76,,,,,30.76,30.76,,,,,30.76,43.93,,,,,43.93,2,3,3,-0.125638286,3.138571429,77.17142857,29.00%
17,2026-17,2413,BasketDiscountInMarket,6,143.858,3525.945,29.90599742,19,521.1,54.10640792,7,7,,,,,4.87%,4.87%,,,,,42,42,,,,,328.8,328.8,,,,,46.97142857,46.97142857,,,,,207.71,207.71,,,,,1.443854356,1.443854356,,,,,0.059,0.05890903,,,,,31.87,31.87,,,,,4.552857143,4.552857143,,,,,29.67285714,29.67285714,,,,,2,4,1,-0.321327571,-3.71811307,36.58519533,15.30%
17,2026-17,2414,BasketDiscountInMarket,99,316.019,7533.518,31.48302232,77,2088.89,51.41477288,65,65,,,,,20.57%,20.57%,,,,,21.81538308,21.81538308,,,,,3240.37,3240.37,,,,,49.85184615,49.85184615,,,,,1633.8,1633.8,,,,,5.169942314,5.169942314,,,,,0.217,0.21687079,,,,,-55.12,-55.12,,,,,-0.848,-0.848,,,,,25.13538462,25.13538462,,,,,2,4,1,-0.376426059,-5.067674254,36.631824,16.55%
17,2026-17,2414,BasketDiscountOutOfMarket,9,23,636.8,27.71734783,,,51.62913043,3,,3,,,,13.04%,,0.130434783,,,,25.66666667,,25.66666667,,,,137.67,,137.67,,,,45.89,,45.89,,,,83.8,,83.8,,,,3.643478261,,3.643478261,,,,0.132,,0.131595477,,,,-4.02,,-4.02,,,,-1.34,,-1.34,,,,27.93333333,,27.93333333,,,,2,4,1,-0.379548043,-4.736956522,37.34826087,44.22%
17,2026-17,2414,BasketDiscountOutOfMarketByCondition,6,13.786,338.568,29.34100479,2,52.42,48.33843029,4,,,4,,,29.01%,,,0.290149427,,,27.75,,,27.75,,,211,,,211,,,52.75,,,52.75,,,125.52,,,125.52,,,9.104889018,,,9.104889018,,,0.371,,,0.370737932,,,18.4,,,18.4,,,4.6,,,4.6,,,31.38,,,31.38,,,2,4,1,-0.382868517,-3.883924271,39.60666401,45.43%
17,2026-17,2414,BasketDiscountOutOfMarketByMinPrice,7,14.214,334.236,16.30793823,6,157.87,42.30751794,4,2,,,2,,28.14%,14.07%,,,0.140706346,,18.5,1.5,,,35.5,,165.56,83.18,,,82.38,,41.39,41.59,,,41.19,,75.26,48.44,,,26.82,,5.294779795,3.407907697,,,1.886872098,,0.225,0.144927536,,,0.080242703,,-36.1,-7.29,,,-28.81,,-9.025,-3.645,,,-14.405,,18.815,24.22,,,13.41,,2,4,1,-0.405941408,-5.930697903,37.19082313,11.40%
17,2026-17,2414,none,4,8,216.28,39.125,,,52.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,-0.347152625,-4.21875,33.50375,32.75%
17,2026-17,2415,BasketDiscountInMarket,236,332.101,7705.428,36.50846788,120,3251.27,49.45159689,80,75,,,3,2,24.09%,22.58%,,,0.009033396,0.006022264,13.47500125,14.013336,,,3.3333,8.5,3960.29,3741.02,,,132.73,86.54,49.503625,49.88026667,,,44.24333333,43.27,2148.94,2026.62,,,76.94,45.38,6.470742334,6.102420649,,,0.231676508,0.136645177,0.279,0.263011996,,,0.009985169,0.005889355,42.1,32.06,,,8.42,1.62,0.52625,0.427466667,,,2.806666667,0.81,26.86175,27.0216,,,25.64666667,22.69,2,4,1,-0.369804525,-4.651041249,36.2568914,8.53%
17,2026-17,2415,BasketDiscountOutOfMarket,38,41.571,1020.97,22.30504193,9,238.44,50.23819393,4,,4,,,,9.62%,,0.096220923,,,,30.75,,30.75,,,,223.72,,223.72,,,,55.93,,55.93,,,,102.79,,102.79,,,,2.472637175,,2.472637175,,,,0.101,,0.100678766,,,,-5.05,,-5.05,,,,-1.2625,,-1.2625,,,,25.6975,,25.6975,,,,2,4,1,-0.379722554,-4.238496308,37.81326429,15.84%
17,2026-17,2415,BasketDiscountOutOfMarketByCondition,33,39.094,952.187,17.87560549,14,384.58,50.40037218,4,,,4,,,10.23%,,,0.102317491,,,3.25,,,3.25,,,182.26,,,182.26,,,45.565,,,45.565,,,87.81,,,87.81,,,2.246124725,,,2.246124725,,,0.092,,,0.09221928,,,-22.59,,,-22.59,,,-5.6475,,,-5.6475,,,21.9525,,,21.9525,,,2,4,1,-0.395682748,-4.538511025,34.92682867,15.86%
17,2026-17,2415,BasketDiscountOutOfMarketByMinPrice,43,58.363,1316.93,12.74480285,35,903.23,41.97768569,29,7,,,22,,49.69%,11.99%,,,0.376951151,,5.551724138,1.857142857,,,6.727272727,,1231.2,293.19,,,938.01,,42.45517241,41.88428571,,,42.63681818,,615.11,160.35,,,454.76,,10.53938283,2.747459863,,,7.791922965,,0.467,0.121760458,,,0.345318278,,-155.49,-6.44,,,-149.05,,-5.361724138,-0.92,,,-6.775,,21.21068966,22.90714286,,,20.67090909,,2,4,1,-0.405605659,-5.4151118,33.56392046,6.61%
17,2026-17,2415,none,7,7,164.2,20.85714286,3,68.85,47.75285714,2,,,,1,1,28.57%,,,,0.142857143,0.142857143,19.5,,,,37,2,87.98,,,,40.79,47.19,43.99,,,,40.79,47.19,42.84,,,,16.17,26.67,6.12,,,,2.31,3.81,0.261,,,,0.098477467,0.162423873,-11.54,,,,-14.47,2.93,-5.77,,,,-14.47,2.93,21.42,,,,16.17,26.67,2,4,1,-0.348403857,-3.602857143,32.11571429,7.86%
17,2026-17,2423,BasketDiscountInMarket,14,207.916,5093.568,40.89662179,20,524.94,53.94047668,45,45,,,,,21.64%,21.64%,,,,,26.04446222,26.04446222,,,,,2550.61,2550.61,,,,,56.68022222,56.68022222,,,,,1401.61,1401.61,,,,,6.741232036,6.741232036,,,,,0.275,0.275172531,,,,,270.58,270.58,,,,,6.012888889,6.012888889,,,,,31.14688889,31.14688889,,,,,2,4,2,-0.21817414,-0.196113719,37.50629014,21.77%
17,2026-17,2423,BasketDiscountOutOfMarket,2,23.428,590.46,33.74739175,3,75.87,55.89390131,4,,4,,,,17.07%,,0.170735872,,,,62.75,,62.75,,,,222.64,,222.64,,,,55.66,,55.66,,,,142.18,,142.18,,,,6.068806556,,6.068806556,,,,0.241,,0.240795312,,,,38.29,,38.29,,,,9.5725,,9.5725,,,,35.545,,35.545,,,,2,4,2,-0.191464078,0.735850265,44.10852911,34.27%
17,2026-17,2424,BasketDiscountInMarket,277,838.952,20077.205,31.93794806,146,3895.3,57.37488996,163,158,2,,,3,19.43%,18.83%,0.002383927,,,0.00357589,28.28834417,28.46202595,14.5,,,28.33333333,9283.35,9020.88,106.28,,,156.19,56.95306748,57.09417722,53.14,,,52.06333333,5133.97,5012.79,61.86,,,59.32,6.119503857,5.975061744,0.07373485,,,0.070707263,0.256,0.249675689,0.003081106,,,0.002954595,984.99,990.3,13.32,,,-18.63,6.042883436,6.267721519,6.66,,,-6.21,31.49674847,31.72651899,30.93,,,19.77333333,2,4,2,-0.20640584,0.05016846,34.56111495,19.70%
17,2026-17,2424,BasketDiscountOutOfMarket,38,83.355,1972.436,22.78787558,12,334.49,53.22134953,28,,26,,,2,33.59%,,0.311918901,,,0.023993762,27.60714286,,29.34615385,,,5,1493.71,,1395.81,,,97.9,53.34678571,,53.685,,,48.95,816.87,,762.01,,,54.86,9.799892028,,9.141743147,,,0.658148881,0.414,,0.386329392,,,0.027813323,105.68,,77.16,,,28.52,3.774285714,,2.967692308,,,14.26,29.17392857,,29.30807692,,,27.43,2,4,2,-0.242759469,-0.260342871,37.2658624,47.91%
17,2026-17,2424,BasketDiscountOutOfMarketByCondition,20,47.5,1162.259,25.23834451,7,172.21,55.75175537,1,,,1,,,2.11%,,,0.021052632,,,1,,,1,,,55.52,,,55.52,,,55.52,,,55.52,,,28.84,,,28.84,,,0.607157895,,,0.607157895,,,0.025,,,0.024813746,,,5.06,,,5.06,,,5.06,,,5.06,,,28.84,,,28.84,,,2,4,2,-0.247769771,-0.337676632,38.79892968,47.19%
17,2026-17,2424,BasketDiscountOutOfMarketByMinPrice,1,1,21.59,7,,,45.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,-0.204514,1.02,43,29.00%
17,2026-17,2424,none,10,22.067,507.799,15.33079476,10,270.35,55.76142339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,-0.210602889,0.498012417,37.35981828,61.57%
17,2026-17,2425,BasketDiscountInMarket,817,988.264,22966.964,29.92843047,281,7403.53,54.69785702,175,169,,,1,5,17.71%,17.10%,,,0.001011875,0.005059377,20.12571486,20.40236746,,,10,12.8,9546.49,9212.25,,,39.99,294.25,54.55137143,54.51035503,,,39.99,58.85,5050.6,4880.14,,,19.16,151.3,5.11057774,4.938093465,,,0.019387532,0.153096743,0.220,0.212485203,,,0.000834242,0.006587723,583.33,566.02,,,-10.54,27.85,3.333314286,3.349230769,,,-10.54,5.57,28.86057143,28.87656805,,,19.16,30.26,2,4,2,-0.209218359,0.026569945,34.42755871,18.25%
17,2026-17,2425,BasketDiscountOutOfMarket,250,279.962,6318.35,16.37913038,71,1835.37,53.71874526,50,1,46,,,3,17.86%,0.36%,0.164308013,,,0.01071574,14.760002,9,13.60869783,,,34.33333333,2736.07,54.05,2528.48,,,153.54,54.7214,54.05,54.96695652,,,51.18,1405.09,34.26,1298.71,,,72.12,5.018859702,0.122373751,4.638879562,,,0.257606389,0.222,0.005422302,0.205545752,,,0.011414372,174.65,7.74,163.44,,,3.47,3.493,7.74,3.553043478,,,1.156666667,28.1018,34.26,28.23282609,,,24.04,2,4,2,-0.241074034,-0.130261178,36.70708939,48.71%
17,2026-17,2425,BasketDiscountOutOfMarketByCondition,156,172.09,3998.845,25.02280606,55,1500.69,53.28810146,10,1,,7,,2,5.81%,0.58%,,0.04067639,,0.011621826,7,4,,9.142857143,,1,490.63,52.19,,338.12,,100.32,49.063,52.19,,48.30285714,,50.16,239.44,32.31,,164.27,,42.86,1.391364983,0.187750596,,0.954558661,,0.249055727,0.060,0.008079833,,0.041079362,,0.010718095,-34.57,7.57,,-26.52,,-15.62,-3.457,7.57,,-3.788571429,,-7.81,23.944,32.31,,23.46714286,,21.43,2,4,2,-0.245768182,-0.150407926,35.94112871,46.35%
17,2026-17,2425,BasketDiscountOutOfMarketByMinPrice,46,55.154,1226.049,20.59166815,14,378.02,48.65883816,14,,,,14,,25.38%,,,,0.253834717,,16.85714286,,,,16.85714286,,611.18,,,,611.18,,43.65571429,,,,43.65571429,,222.49,,,,222.49,,4.03397759,,,,4.03397759,,0.181,,,,0.181469093,,-138,,,,-138,,-9.857142857,,,,-9.857142857,,15.89214286,,,,15.89214286,,2,4,2,-0.261608964,-0.646753817,34.2169732,35.16%
17,2026-17,2425,none,105,108.429,2430.734,30.52057285,69,1826.41,52.95226157,10,,,,,10,9.22%,,,,,0.092226249,19.4,,,,,19.4,511.28,,,,,511.28,51.128,,,,,51.128,232.29,,,,,232.29,2.142323548,,,,,2.142323548,0.096,,,,,0.095563727,-34.03,,,,,-34.03,-3.403,,,,,-3.403,23.229,,,,,23.229,2,4,2,-0.226480315,0.419765284,40.32886137,79.55%
17,2026-17,2433,none,2,27.429,689.163,60.37742579,1,26.29,59.53600642,6,,,,,6,21.87%,,,,,0.218746582,100,,,,,100,363.18,,,,,363.18,60.53,,,,,60.53,144.6,,,,,144.6,5.271792628,,,,,5.271792628,0.210,,,,,0.209819738,-9.18,,,,,-9.18,-1.53,,,,,-1.53,24.1,,,,,24.1,2,4,3,-0.135739986,2.711244668,42.88239418,27.73%
17,2026-17,2434,BasketDiscountInMarket,34,123.287,2930.927,35.90536089,23,592.6,59.90648114,20,19,1,,,,16.22%,15.41%,0.008111155,,,,20.59999,21.26314737,8,,,,1179.11,1135.61,43.5,,,,58.9555,59.76894737,43.5,,,,618.85,604.54,14.31,,,,5.01958844,4.903517808,0.116070632,,,,0.211,0.206262387,0.004882414,,,,111.63,121.04,-9.41,,,,5.5815,6.370526316,-9.41,,,,30.9425,31.81789474,14.31,,,,2,4,3,-0.11951671,2.745541136,33.88857317,19.63%
17,2026-17,2434,BasketDiscountOutOfMarket,2,6,144.82,42.8335,,,58.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,-0.1388855,2.66,43.36,35.50%
17,2026-17,2434,BasketDiscountOutOfMarketByCondition,2,4,113.1,46.5,,,62.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,-0.1154005,2.775,34.37,22.50%
17,2026-17,2435,BasketDiscountInMarket,37,44.845,1059.719,24.94067281,9,246.52,69.08013491,5,5,,,,,11.15%,11.15%,,,,,12.4,12.4,,,,,317.19,317.19,,,,,63.438,63.438,,,,,169.91,169.91,,,,,3.788828186,3.788828186,,,,,0.160,0.160334957,,,,,28.71,28.71,,,,,5.742,5.742,,,,,33.982,33.982,,,,,2,4,3,-0.118075962,2.599649682,36.0762745,8.02%
17,2026-17,2435,BasketDiscountOutOfMarket,4,5,124.72,48.2,2,52.58,61.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,-0.119185,2.534,41.704,14.40%
17,2026-17,2435,none,3,3,82.34,57,,,57.59666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,-0.122828333,2.646666667,40.95333333,14.33%
17,2026-17,2514,BasketDiscountInMarket,9,21.343,492.512,13.44882744,8,236.8,52.81095488,21,21,,,,,98.39%,98.39%,,,,,11.19047619,11.19047619,,,,,1196.31,1196.31,,,,,56.96714286,56.96714286,,,,,715.86,715.86,,,,,33.54073935,33.54073935,,,,,1.453,1.453487428,,,,,137.65,137.65,,,,,6.554761905,6.554761905,,,,,34.08857143,34.08857143,,,,,2,5,1,-0.323480971,-3.914136251,15.53126786,9.87%
17,2026-17,2514,BasketDiscountOutOfMarket,1,2.143,52.071,17.905,,,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,-0.34731,-3.33,9.07,21.00%
17,2026-17,2514,BasketDiscountOutOfMarketByCondition,2,3,84.37,18.83333333,,,51.50666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,-0.350525,-4.716666667,13.37333333,26.33%
17,2026-17,2515,BasketDiscountInMarket,55,72.464,1629.206,10.05729068,21,527.3,49.45189418,22,22,,,,,30.36%,30.36%,,,,,12.63635909,12.63635909,,,,,1144.78,1144.78,,,,,52.03545455,52.03545455,,,,,611.97,611.97,,,,,8.445158975,8.445158975,,,,,0.376,0.375624691,,,,,28.85,28.85,,,,,1.311363636,1.311363636,,,,,27.81681818,27.81681818,,,,,2,5,1,-0.341411129,-4.210589534,13.98542435,2.90%
17,2026-17,2515,BasketDiscountOutOfMarket,11,12.5,284.235,15.26,7,171.32,50.2996,2,,2,,,,16.00%,,0.16,,,,3.5,,3.5,,,,94.98,,94.98,,,,47.49,,47.49,,,,36.53,,36.53,,,,2.9224,,2.9224,,,,0.129,,0.128520414,,,,-14.52,,-14.52,,,,-7.26,,-7.26,,,,18.265,,18.265,,,,2,5,1,-0.40559284,-4.762,9.8676,3.08%
17,2026-17,2515,BasketDiscountOutOfMarketByCondition,8,8.715,201.4,12.67017223,4,110.74,48.98644062,1,,,1,,,11.47%,,,0.114744693,,,2,,,2,,,42.01,,,42.01,,,42.01,,,42.01,,,18.01,,,18.01,,,2.066551922,,,2.066551922,,,0.089,,,0.089424032,,,-8.12,,,-8.12,,,-8.12,,,-8.12,,,18.01,,,18.01,,,2,5,1,-0.416784037,-5.801038439,10.58782559,10.98%
17,2026-17,2515,BasketDiscountOutOfMarketByMinPrice,6,7.572,172.358,20.65357026,7,181.04,41.20452721,7,,,,7,,92.45%,,,,0.924458531,,4.571414286,,,,4.571414286,,288.82,,,,288.82,,41.26,,,,41.26,,102.27,,,,102.27,,13.50633914,,,,13.50633914,,0.593,,,,0.593358011,,-79.67,,,,-79.67,,-11.38142857,,,,-11.38142857,,14.61,,,,14.61,,2,5,1,-0.37243403,-4.43471738,10.8620074,0.79%
17,2026-17,2515,none,4,4,86.36,326.375,1,32.19,45.2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,-0.3925955,-4.125,9.955,14.75%
17,2026-17,2523,none,1,18.143,432.674,16.862,2,47.76,70.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,-0.147723,0.77,9.66,10.00%
17,2026-17,2524,BasketDiscountInMarket,62,200.025,4574.991,22.47949898,76,2013.6,58.66971894,72,72,,,,,36.00%,36.00%,,,,,13.61110972,13.61110972,,,,,3905.71,3905.71,,,,,54.24597222,54.24597222,,,,,1969.55,1969.55,,,,,9.846519185,9.846519185,,,,,0.431,0.430503579,,,,,-27.52,-27.52,,,,,-0.382222222,-0.382222222,,,,,27.35486111,27.35486111,,,,,2,5,2,-0.180228941,0.018053943,14.53491779,7.33%
17,2026-17,2524,BasketDiscountOutOfMarket,2,4,106.47,25,,,55.965,4,,4,,,,100.00%,,1,,,,26.25,,26.25,,,,283.78,,283.78,,,,70.945,,70.945,,,,172.9,,172.9,,,,43.225,,43.225,,,,1.624,,1.623931624,,,,51.37,,51.37,,,,12.8425,,12.8425,,,,43.225,,43.225,,,,2,5,2,-0.1805155,-0.225,15.025,7.00%
17,2026-17,2524,BasketDiscountOutOfMarketByCondition,1,2,43.18,6.5,,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,-0.355918,-1.87,18.25,50.00%
17,2026-17,2525,BasketDiscountInMarket,298,412.791,9150.203,23.63249326,206,5363.47,55.22525108,127,124,,,,3,30.77%,30.04%,,,,0.0072676,9.779528346,9.943549194,,,,3,7380.01,7213.6,,,,166.41,58.11031496,58.17419355,,,,55.47,3947.22,3862.28,,,,84.94,9.562272433,9.356502443,,,,0.20576999,0.431,0.422097739,,,,0.009282854,658.58,642.7,,,,15.88,5.185669291,5.183064516,,,,5.293333333,31.08047244,31.14741935,,,,28.31333333,2,5,2,-0.176834205,0.107574293,12.81862856,3.39%
17,2026-17,2525,BasketDiscountOutOfMarket,66,71.562,1576.413,26.18679419,34,892.1,53.18080797,16,,13,,,3,22.36%,,0.181660658,,,0.04192169,13.0625,,15.76923077,,,1.333333333,828.83,,670.28,,,158.55,51.801875,,51.56,,,52.85,368.14,,287.98,,,80.16,5.144350354,,4.024202789,,,1.120147564,0.234,,0.182680554,,,0.050849619,-25.87,,-28.9,,,3.03,-1.616875,,-2.223076923,,,1.01,23.00875,,22.15230769,,,26.72,2,5,2,-0.225312639,-0.411925323,8.83913823,4.23%
17,2026-17,2525,BasketDiscountOutOfMarketByCondition,43,46.846,1044.539,35.63466849,30,818.46,52.56518828,10,,,5,,5,21.35%,,,0.106732699,,0.106732699,3.6,,,5.2,,2,446.53,,,230.35,,216.18,44.653,,,46.07,,43.236,206.86,,,107.61,,99.25,4.415745208,,,2.29710114,,2.118644068,0.198,,,0.103021524,,0.095017994,-45.25,,,-20.76,,-24.49,-4.525,,,-4.152,,-4.898,20.686,,,21.522,,19.85,2,5,2,-0.230314897,-0.694327157,8.916749989,2.78%
17,2026-17,2525,BasketDiscountOutOfMarketByMinPrice,17,22.333,484.555,5.76866798,9,254.34,47.00255541,6,,,,6,,26.87%,,,,0.268660726,,4.999983333,,,,4.999983333,,257.18,,,,257.18,,42.86333333,,,,42.86333333,,100.59,,,,100.59,,4.504097076,,,,4.504097076,,0.208,,,,0.207592533,,-53.31,,,,-53.31,,-8.885,,,,-8.885,,16.765,,,,16.765,,2,5,2,-0.260099392,-0.989739847,9.26221466,0.61%
17,2026-17,2525,none,35,36.75,797.283,99.57738095,23,568.55,50.3747619,28,2,,,,26,76.19%,5.44%,,,,0.707482993,4.321428571,2.5,,,,4.461538462,1420.77,124.6,,,,1296.17,50.74178571,62.3,,,,49.85269231,672.23,65.14,,,,607.09,18.29197279,1.772517007,,,,16.51945578,0.843,0.081702482,,,,0.76144857,-41.64,11.05,,,,-52.69,-1.487142857,5.525,,,,-2.026538462,24.00821429,32.57,,,,23.34961538,2,5,2,-0.255408218,-0.353129252,5.085034014,2.48%
17,2026-17,2534,none,1,2.714,59.827,14.184,,,53.11,2,,,,,2,73.69%,,,,,0.736919676,14.5,,,,,14.5,101.06,,,,,101.06,50.53,,,,,50.53,28.24,,,,,28.24,10.40530582,,,,,10.40530582,0.472,,,,,0.47202768,-10.17,,,,,-10.17,-5.085,,,,,-5.085,14.12,,,,,14.12,2,5,3,-0.112252,2.38,11.9,10.00%
17,2026-17,2535,none,2,2,45.74,6.25,1,22.41,60.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,-0.114668,2.855,16.845,6.00%
17,2026-17,3134,BasketDiscountInMarket,30,62.476,1569.777,140.520317,2,55.83,72.98744542,5,5,,,,,8.00%,8.00%,,,,,97.4,97.4,,,,,295.1,295.1,,,,,59.02,59.02,,,,,138.81,138.81,,,,,2.221813176,2.221813176,,,,,0.088,0.088426573,,,,,11.38,11.38,,,,,2.276,2.276,,,,,27.762,27.762,,,,,3,1,3,-0.034790088,8.431673763,238.2772269,81.06%
17,2026-17,3134,BasketDiscountOutOfMarket,26,54.714,1327.416,132.743795,,,71.9103235,1,,1,,,,1.83%,,0.018276858,,,,203,,203,,,,61.79,,61.79,,,,61.79,,61.79,,,,34.52,,34.52,,,,0.630917133,,0.630917133,,,,0.026,,0.026005412,,,,9.27,,9.27,,,,9.27,,9.27,,,,34.52,,34.52,,,,3,1,3,-0.025968625,8.155267756,234.1106185,90.80%
17,2026-17,3134,BasketDiscountOutOfMarketByCondition,21,50,1306.39,120.69998,,,74.739,4,,,4,,,8.00%,,,0.08,,,83.5,,,83.5,,,279.44,,,279.44,,,69.86,,,69.86,,,182.88,,,182.88,,,3.6576,,,3.6576,,,0.140,,,0.139988824,,,88.81,,,88.81,,,22.2025,,,22.2025,,,45.72,,,45.72,,,3,1,3,-0.02354778,8.6156,234.958,87.06%
